Country Name,Country Code,Series,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Afghanistan,AFG,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,1979198,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,29.04142,27.41422,..,29.10315,40.00014,42.75143,..,..,31.05335,25.30797,20.95758,20.88291,68.98685,93.36218,104.66382,98.09989,101.69785,98.93351,100.77973,96.8964,100.07171,97.64164,103.49239,104.49843,105.91971,103.53452,102.48647,102.17579,103.99616,..,..,..,..,..,..,..
Afghanistan,AFG,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,..,..,..,..,..,..,..,12.98001,..,17.04585,23.68841,25.1661,39.2553,39.00791,53.41088,61.19269,67.41914,63.55974,63.44026,62.23646,62.59302,62.14208,63.23397,66.32325,68.90156,..,..,..,..,..,..,..
Afghanistan,AFG,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.47945,3.46201,2.6042,3.45446,3.69522,3.2558,4.22836,4.05887,..,..,..,..,..,..,..,..
Afghanistan,AFG,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.44885,..,..,..,..,..,..,43.01972,..,..,..,..,..,..,..
Albania,ALB,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,8857,12550,16338,..,20987,22233,..,..,..,23142,32820,29727,24907,16471,9113,4527,3929,3988,3628,4085,3359,..,..,..,..,..,..
Albania,ALB,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,99.45175,101.23315,99.55587,98.52026,101.52879,104.04384,106.30182,108.01988,107.17116,105.73665,104.19619,102.96737,101.41151,100.00514,98.178,100.67604,97.87571,96.34563,95.6825,93.10456,93.49047,95.00608,97.58513,99.98391,104.10804,105.54298,105.55386,107.0466,106.99342,104.81274,..,..,..,..,..,..
Albania,ALB,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,..,..,..,..,97.92821,97.03807,95.48221,97.04227,94.9902,97.49053,94.5447,96.48063,95.96256,96.59008,96.50285,94.6751,94.23092,91.90893,93.64137,97.19908,97.69702,99.61585,97.94239,96.15841,98.26788,97.19145,..,..,..,..,..,..
Albania,ALB,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,3.44698,3.81464,3.08351,3.37947,3.53698,3.59293,3.43017,3.4587,3.1178,3.13824,3.22752,3.28155,3.19146,3.27593,..,..,..,..,..,3.5393,..,3.43797,3.96209,3.61172,..,..,..,..,..,..,..,..
Albania,ALB,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,98.71298,..,..,..,..,..,..,95.93864,..,..,96.8453,97.24697,..,..,..,..,..,98.14115,..,..,..,..,..,..,..
Algeria,DZA,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,614621,549637,510013,539814,548351,541872,565833,592222,..,462619,426108,329083,272111,245671,207294,186567,169018,153328,98566,29031,30997,26336,24848,..,..,23175,26224,19722,14211,16430,..,..,..,..,..,..
Algeria,DZA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,92.59344,94.4481,96.47965,96.78732,97.42167,97.44247,98.5931,99.74812,100.90608,102.75233,105.16491,104.0217,105.14247,105.92675,106.8939,107.5861,108.15657,109.53171,109.23097,112.35897,115.33758,116.56791,118.07959,119.53932,118.50281,115.87784,113.8302,111.76448,109.88282,107.33169,..,..,..,..,..,..
Algeria,DZA,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,75.57908,75.40911,75.71771,77.6596,..,88.16417,88.21512,93.74402,97.57218,99.52082,103.4711,106.30962,107.07071,90.1295,100.93407,129.50776,129.37388,131.78833,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.33702,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,69.8735,..,..,..,72.64868,..,75.13605,..,..,..,..,..,..,..,..,..,81.40784,..,..,..,..,..,..,..
American Samoa,ASM,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,98.89273,92.58214,87.2993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.62928,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,3.71328,..,..,..,..,1.65971,..,1.54412,1.64497,2.2449,2.10469,2.87393,3.14292,2.97663,2.98706,..,2.50616,3.07421,3.28035,3.23707,3.21709,3.24672,3.15162,..,..,..,..,..,..
Andorra,AND,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,1025431,..,..,..,..,..,..,..,..,..,655870,728219,730775,773837,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,73.03959,66.80437,64.24715,..,..,..,..,..,71.53195,..,..,..,..,..,..,..,..,98.97358,105.18021,104.13057,105.78104,119.53014,..,..,..,113.47796,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,..,..,..,..,14.66628,13.63793,15.46772,17.81771,18.90504,..,..,..,..,..,25.7185,27.63603,33.41224,33.13404,..,..,..,..,71.66933,..,..,..,..,..,..,..,..,..
Angola,AGO,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,2.56712,..,2.60753,..,..,..,..,2.12011,2.28146,..,..,..,3.42132,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,67.40542,..,..,..,..,..,..,..,..,..,..,..,..,66.03011,..,..,..,..,..,..,..,..,..,..,..
Anguilla,AIA,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Anguilla,AIA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Anguilla,AIA,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Anguilla,AIA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Anguilla,AIA,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,91,66,196,368,170,431,..,534,117,..,235,66,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,..,..,102.40088,..,..,112.85639,..,..,..,..,127.596,..,..,..,..,..,..,114.57859,114.20387,111.48903,112.29296,110.57349,108.03018,..,106.04671,104.99062,..,103.66896,105.02127,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,..,..,..,..,..,..,80.7664,..,..,..,..,..,..,..,136.77434,133.52018,130.10587,124.70309,117.44865,..,122.49383,124.70238,..,121.9593,116.34316,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,2.75397,..,..,3.39428,..,..,..,..,..,..,2.51724,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,98.95,..,..,..,..,..,..,..,..,..,98.95,..,..,..,98.95,..,..,..,..,..,..,..,..,..,..
Arab World,ARB,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,9297761,9469939,10640581,10705839,10077728,10563245,9866551,9799453,9780804,9209765,8919689,8528926,8212014,7853612,7694678,7746586,7756665,7294004,6940479,6800951,6389977,6612852,6635164,7112736,7478493,7509429,7567118,7438706,7486016,7677399,..,..,..,..,..,..
Arab World,ARB,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,83.37965,83.86091,81.35241,81.9674,84.55638,83.37125,85.66902,86.30764,86.87344,88.01455,88.66827,89.46537,90.67297,91.65731,92.04268,92.56015,93.54513,94.05211,94.95773,95.28881,96.01291,95.59116,97.51347,96.37268,95.9846,95.49426,95.33702,95.39558,95.54203,95.64803,..,..,..,..,..,..
Arab World,ARB,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,66.03299,65.91351,66.82422,68.26207,70.23462,72.90356,74.51572,75.60689,77.35245,77.42025,79.07037,78.88711,78.57789,78.19114,80.11736,84.19497,84.3428,84.89394,85.30529,82.97508,84.10945,84.10731,84.1251,84.84705,85.59043,86.54361,..,..,..,..,..,..
Arab World,ARB,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.67072010040283,..,..,..,4.28228497505188,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Arab World,ARB,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,53.75409,54.85839,55.79609,56.5178,57.35207,58.33942,59.80857,60.54454,61.72372,62.75603,63.68453,64.87778,66.04557,68.68774,69.63666,69.2184,68.13701,68.62272,69.62151,68.30745,69.24863,71.06061,74.43569,74.04358,75.71389,73.49939,74.8408,75.76682,72.86909,73.11425,..,..,..,..,..,..
Argentina,ARG,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,176958,..,..,..,..,..,0,11114,6971,18285,15555,14023,14410,27193,18656,11212,5382,7668,8719,25533,24042,24382,17457,4205,2420,19510,18743,..,..,..,..,..,..,..,..
Argentina,ARG,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,106.91243,108.99739,..,..,110.97087,..,110.22022,107.0863,111.54166,114.49687,115.69413,116.25017,116.79843,114.49467,115.80605,115.29915,117.2033,118.05111,118.59346,117.90598,116.97576,115.61473,114.22717,112.01195,111.45967,111.30341,110.73918,109.74146,..,..,..,..,..,..,..,..
Argentina,ARG,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,..,..,..,..,100.34426,116.27654,118.42684,118.25611,116.25991,114.62478,115.83869,114.42507,113.34396,114.40126,117.5209,123.76553,128.41853,125.79077,127.2678,127.80954,127.94081,128.4297,130.24556,130.57981,..,..,..,..,..,..,..,..
Argentina,ARG,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,1.06738,..,..,..,..,..,3.73198,..,4.03987,4.52168,4.58031,4.83374,4.01734,3.53505,3.48652,3.86001,4.12821,4.4626,4.84441,5.53105,5.01971,5.29063,5.34583,5.43661,5.36144,5.77611,5.54549,5.46223,..,..,..,..,..,..,..,..
Argentina,ARG,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,96.04072,..,..,..,..,..,..,..,..,..,97.19331,..,..,..,..,98.6108,..,..,98.98342,98.95497,99.10833,99.10523,99.12195,98.99389,99.17996,99.12501,..,99.00387,..,..,..,..,..,..,..
Armenia,ARM,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..,..,..,20971,22092,..,14931,9441,3288,..,..,..,6728,5023,4874,8641,10601,11786,12428,11426,14928,..,..,..,..,..,..
Armenia,ARM,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,..,104.3455,101.14099,104.568,96.50575,92.42475,93.2753,126.90023,129.16404,133.57148,98.66373,102.13005,95.37494,94.19894,94.92137,95.44106,100.1558,113.28762,114.51868,110.84678,99.06499,98.47586,98.91774,98.44946,96.86599,95.00365,94.5179,94.08352,92.71525,91.84506,..,..,..,..,..,..
Armenia,ARM,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,..,..,..,..,78.84834,77.88573,94.82012,90.53799,91.83047,92.45739,92.85445,96.4825,96.8768,96.22601,98.08512,101.70873,107.2269,..,..,..,..,..,92.58207,92.02172,91.44752,89.82715,..,..,..,..,..,..
Armenia,ARM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,1.84843,..,..,2.23519,2.77273,2.46944,2.13504,2.14504,2.48673,2.71203,2.71577,3.01894,3.17273,3.84079,3.249,3.14385,2.77248,2.65018,2.24724,2.80591,2.75812,2.70759,..,..,..,..,..,..,..,..
Armenia,ARM,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,99.40016,..,..,..,..,..,..,..,..,..,99.74441,..,..,..,..,..,99.73607,..,..,..,..,..,..,..,..
Aruba,ABW,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,139,134,28,161,301,200,151,88,73,42,292,79,..,..,..,7,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,..,..,..,..,..,..,..,..,..,112.21318,110.78818,109.44096,111.01083,109.2143,110.83905,111.37672,114.25115,115.21158,113.09161,113.80179,113.7943,105.25586,104.08713,116.0393,117.10809,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,..,..,..,..,..,113.72011,117.38296,116.30516,117.22887,112.22067,112.26478,111.62338,112.46047,107.94702,102.29446,112.32566,112.79605,113.18499,118.57814,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,4.76391,4.39554,4.71468,4.73986,4.92365,..,4.40848,4.68132,..,4.81504,4.99923,5.92479,6.92927,6.11913,6.54906,6.50538,5.90521,5.97571,5.52415,..,..,..,..,..,..,..,..,..
Aruba,ABW,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,97.29125,..,..,..,..,..,..,..,..,..,96.82264,..,..,..,..,..,..,..,97.80742,..,..,..,..,..,..,..
Australia,AUS,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,30144,39520,43555,50321,55241,90586,83683,92003,94207,102095,104354,32273,31396,47806,39973,25452,21617,18579,16931,13008,9666,44871,39575,1212,1742,1861,955,7031,9614,..,..,..,..,..,..,..
Australia,AUS,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,106.37172,106.09681,105.974,105.87717,105.82989,101.29127,101.58029,101.18403,100.92862,100.65884,100.72193,100.63978,101.54878,101.67431,102.26413,102.73932,103.30405,105.18305,105.14112,105.30213,105.61943,105.68968,105.98445,105.99385,105.45709,101.59991,100.74441,100.33898,100.16059,..,..,..,..,..,..,..
Australia,AUS,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,108.47551,103.66654,109.81506,112.43626,113.20473,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,123.88758,120.53023,119.70183,110.44966,..,..,..,..,..,..,..
Australia,AUS,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.67634,4.79479,4.69241,5.51652,5.25474,5.14391,5.24097,..,..,..,4.89147,..,..,..,..,4.9103,4.7502,4.66089,4.63776,5.08582,5.55006,5.07451,4.869,5.22974,5.16477,5.31127,5.27678,5.12425,..,..,..,..,..,..,..,..
Australia,AUS,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Austria,AUT,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,429,1024,4843,12977,14524,12779,10103,9370,8872,9671,8421,7641,9350,5423,3318,2102,1512,663,149,143,..,..,..,..,..,..,..
Austria,AUT,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,105.30173,104.12055,103.90969,103.31158,102.41308,102.36504,102.39691,102.8261,103.63034,103.78485,103.67232,102.94747,101.25148,100.46382,100.72132,100.83262,101.55929,101.67125,100.72594,100.20248,99.78978,99.7387,100.59906,101.21012,101.62819,101.99748,102.26436,103.11315,103.31685,..,..,..,..,..,..,..
Austria,AUT,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,..,102.07889,99.8801,99.14878,99.78077,100.86116,102.23275,102.7779,102.7276,102.31003,102.36296,101.87411,101.21846,101.24712,102.02213,102.35266,101.90107,101.70863,100.26419,99.49875,99.54423,100.08587,101.60547,102.14614,102.00421,..,..,..,..,..,..,..
Austria,AUT,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.95725,5.10322,5.29698,5.252,..,5.42835,5.2599,..,6.10374,6.11234,5.58881,5.57548,5.52213,5.36183,5.30243,5.24937,5.22652,5.1469,5.26396,5.73025,5.70048,5.59227,5.4804,5.54711,5.44762,5.45658,5.48435,5.35804,..,..,..,..,..,..,..,..
Austria,AUT,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Azerbaijan,AZE,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,17399,18109,42450,85323,81334,47885,74182,85221,34837,61173,79138,79899,88738,78125,77428,73286,71283,70361,61748,64067,49999,38511,8544,3638,5980,4338,12166,24803,55687,..,..,..,..,..,..
Azerbaijan,AZE,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,114.62942,113.95951,112.5404,111.24918,113.01393,113.20013,93.50836,94.54734,92.87744,95.48014,97.20749,98.861,98.34943,96.21324,97.26133,95.52697,94.21666,94.7712,94.07247,95.06857,93.7623,95.57363,97.95531,100.50045,106.05989,106.60149,106.43174,103.2941,99.7221,97.93535,..,..,..,..,..,..
Azerbaijan,AZE,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,94.89647,93.79075,93.81659,81.98,78.86617,79.9747,81.19675,77.88433,86.43237,89.21174,89.4193,89.76242,90.94542,92.25103,91.63178,92.74344,92.77534,91.78975,91.98054,91.52639,90.18001,89.05687,90.54043,93.06221,96.56377,100.57006,102.68045,..,..,..,..,..,..
Azerbaijan,AZE,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,6.05797,..,..,3.33737,3.51257,..,3.38002,4.21214,3.85399,3.50342,3.15446,3.28615,3.4477,2.97462,2.55552,2.54928,2.44093,3.22431,2.78062,2.43564,2.06763,2.44213,2.63304,2.95168,2.90341,2.47382,2.45543,..,..,..,..,..,..,..
Azerbaijan,AZE,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,98.7918,..,..,..,..,..,..,..,99.59319,..,99.75984,99.77114,99.77863,99.77577,99.78936,99.78899,99.78806,99.79006,99.79123,..,..,..,..,..,..,..,..
"Bahamas, The",BHS,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,4053,3959,2606,..,..,..,..,3121,..,..,..,..,3889,3445,5043,4796,5275,6819,7390,4371,6347,8729,8422,6982,8399,..,8533,..,..,..,..,..,..,..
"Bahamas, The",BHS,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,98.34101,95.12139,94.46095,95.37964,94.60886,95.96749,101.24875,98.90214,99.30195,96.65513,..,..,93.19962,..,98.25661,100.39834,96.0583,98.39377,97.12063,91.60777,88.92873,94.53548,89.39271,82.44187,83.1912,86.22971,81.46426,..,81.36117,..,..,..,..,..,..,..
"Bahamas, The",BHS,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,..,..,..,..,..,81.16426,..,..,88.8927,..,89.17236,96.27288,97.56419,99.67683,97.19404,92.77436,91.80413,85.75269,85.84025,78.25617,84.10545,68.5335,75.88131,72.36521,70.60991,..,..,..,..,..,..,..
"Bahamas, The",BHS,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,2.23284,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Bahamas, The",BHS,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bahrain,BHR,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,352,1848,1265,1362,595,96,270,40,184,1391,3923,4217,5426,5986,8175,7018,..,..,..,..,7477,6848,5702,3777,1408,1350,585,1188,2770,..,..,..,..,..,..
Bahrain,BHR,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,110.33341,111.44636,107.90687,107.68678,106.9724,107.70296,107.67883,107.73461,107.79913,107.89463,104.96603,100.67704,100.74198,99.80986,98.38226,95.74598,98.41714,..,..,..,..,94.86897,95.34285,97.67428,99.72908,101.20051,101.09313,101.21309,99.36305,98.02791,..,..,..,..,..,..
Bahrain,BHR,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,..,..,104.02446,101.86566,104.5763,106.37618,107.12629,107.21552,105.65628,104.44318,104.06573,102.99126,100.96029,..,99.65276,96.99215,94.91391,94.82458,93.09148,97.63422,100.25723,101.51405,101.19812,99.636,99.26845,98.17936,..,..,..,..,..,..
Bahrain,BHR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.87441,2.575,2.49678,..,..,..,2.64531,2.47689,2.46746,2.66808,..,2.32781,..,..,..,..,..,..,..,..
Bahrain,BHR,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,84.01383,..,..,..,..,..,..,..,..,..,86.54874,..,..,..,..,..,..,..,..,90.9774,..,..,..,..,..,97.06668,97.40389,97.46419,..,..,..,..,..,..,..
Bangladesh,BGD,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,3573153,..,..,..,..,..,..,..,..,..,..,..,..,..,..,439726,521821,..,687353,660951,803773,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bangladesh,BGD,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,83.79701,..,..,..,..,..,..,..,..,..,..,..,..,..,..,101.64781,102.41615,101.62025,99.54293,102.92757,105.97455,..,..,..,..,..,..,114.98866,116.46634,..,..,..,..,..,..,..
Bangladesh,BGD,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,..,..,..,..,61.62627,64.50556,67.14447,69.58689,71.5045,71.07903,67.40535,66.57825,65.82764,66.84655,61.26067,65.30639,66.56969,68.16694,72.44365,78.59316,..,86.24847,88.71194,89.92761,91.95693,91.39199,..,..,..,..,..,..
Bangladesh,BGD,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,1.51912,1.42566,1.63177,1.69262,..,..,..,1.95247,..,2.13282,2.12508,2.17193,2.01715,2.06939,1.94014,..,2.13129,2.20222,2.05457,1.93942,..,2.1327,2.1755,1.96616,..,..,1.53554,..,..,1.32632,..,..,..,..,..,..
